Time,Hum,Temp,sootM,sootN,CO2,sootA,CMD,
4-1-2016T11-49-49,7.942,22.03,12.4667,0.0837994,477.534,10.4851,484.32,
4-1-2016T11-49-54,7.904,22.03,11.8046,0.08069,482.642,10.0368,482.048,
4-1-2016T11-49-59,7.88,22.03,11.2048,0.0776781,472.496,9.61458,480.867,
4-1-2016T11-50-04,7.882,22.038,11.1589,0.0782469,464.068,9.64663,480.243,
4-1-2016T11-50-09,7.89,22.04,11.8235,0.083673,464.96,10.2827,479.382,
4-1-2016T11-50-14,7.89,22.04,12.0949,0.0863362,466.932,10.5781,477.596,
4-1-2016T11-50-19,7.89,22.04,11.8668,0.0855642,467.906,10.4466,475.421,
4-1-2016T11-50-24,7.862,22.046,11.6584,0.0850138,468.142,10.3386,473.438,
4-1-2016T11-50-29,7.81,22.05,11.2072,0.0826096,468.504,10.0083,471.916,
4-1-2016T11-50-34,7.776,22.054,10.925,0.0812535,472.604,9.81331,471.439,
4-1-2016T11-50-39,7.772,22.06,11.1845,0.0836519,475.468,10.0833,471.703,
4-1-2016T11-50-44,7.81,22.06,11.3511,0.0850798,469.616,10.2478,472.151,
4-1-2016T11-50-49,7.818,22.06,11.26,0.084376,457.72,10.164,472.782,
4-1-2016T11-50-54,7.798,22.066,11.0874,0.0829258,458.32,9.99598,473.503,
4-1-2016T11-50-59,7.78,22.07,10.7529,0.0801635,465.878,9.67398,474.496,
4-1-2016T11-51-04,7.774,22.072,10.7286,0.0794874,459.174,9.61321,476.453,
4-1-2016T11-51-09,7.77,22.08,11.1322,0.0816418,461.124,9.90892,478.922,
4-1-2016T11-51-14,7.774,22.08,11.6316,0.0842639,463.712,10.271,481.165,
4-1-2016T11-51-19,7.788,22.088,12.372,0.0885198,469.914,10.8368,482.91,
4-1-2016T11-51-24,7.788,22.09,12.7035,0.0899976,470.702,11.0559,483.892,
4-1-2016T11-51-29,7.75,22.094,12.7588,0.0897409,468.186,11.0523,484.395,
4-1-2016T11-51-34,7.712,22.1,12.6855,0.0887527,467.534,10.951,484.862,
4-1-2016T11-51-39,7.69,22.11,12.2304,0.0851754,468.606,10.5266,485.681,
4-1-2016T11-51-44,7.696,22.11,11.8809,0.0822896,467.99,10.1895,486.89,
4-1-2016T11-51-49,7.774,22.11,11.6786,0.0803511,468.396,9.97272,488.245,
4-1-2016T11-51-54,7.8,22.12,11.8602,0.0809787,469.424,10.0775,489.539,
4-1-2016T11-51-59,7.798,22.13,12.3229,0.0835165,469.234,10.4204,490.479,
4-1-2016T11-52-04,7.784,22.13,12.5191,0.0843465,470.018,10.5457,491.09,
4-1-2016T11-52-09,7.776,22.134,12.3618,0.0829097,469.534,10.3826,491.544,
4-1-2016T11-52-14,7.748,22.14,12.2076,0.0815692,470.27,10.2282,491.953,
4-1-2016T11-52-19,7.712,22.144,12.164,0.0810265,462.194,10.1712,492.16,
4-1-2016T11-52-24,7.7,22.15,11.9971,0.079846,460.992,10.026,491.37,
4-1-2016T11-52-29,7.718,22.15,11.5642,0.0771551,459.408,9.67978,490.025,
4-1-2016T11-52-34,7.73,22.16,11.2914,0.0756227,453.274,9.47487,489.411,
4-1-2016T11-52-39,7.714,22.17,11.135,0.074773,453.01,9.35975,489.494,
4-1-2016T11-52-44,7.728,22.17,11.6491,0.0782941,461.234,9.79748,489.86,
4-1-2016T11-52-49,7.816,22.18,13.0966,0.0880405,456.422,11.0164,489.749,
4-1-2016T11-52-54,7.84,22.18,13.5548,0.0913024,456.054,11.4166,488.63,
4-1-2016T11-52-59,7.82,22.18,12.5739,0.0850359,463.378,10.618,487.35,
4-1-2016T11-53-04,7.746,22.186,11.6542,0.0791411,464.232,9.86775,487.072,
4-1-2016T11-53-09,7.662,22.19,10.71,0.0728429,463.92,9.07749,487.892,
4-1-2016T11-53-14,7.65,22.19,10.0444,0.0682019,463.246,8.50411,489.234,
4-1-2016T11-53-19,7.686,22.196,10.2247,0.0690657,467.39,8.62749,490.837,
4-1-2016T11-53-24,7.746,22.2,10.7895,0.0723494,465.13,9.06082,492.178,
4-1-2016T11-53-29,7.766,22.2,11.326083333333333,0.07561706666666666,464.12166666666667,9.484503333333334,492.69800000000004,
4-1-2016T11-53-30,7.77,22.2,11.4334,0.0762706,463.92,9.56924,492.802,
4-1-2016T11-53-31,7.784,22.204,11.802,0.0784785,463.544,9.85727,493.024,
4-1-2016T11-53-36,7.79,22.21,11.6578,0.0772502,464.006,9.71487,493.134,
4-1-2016T11-53-41,7.78,22.21,11.1646,0.0738324,464.734,9.29164,493.095,
4-1-2016T11-53-46,7.75,22.218,10.9759,0.072502,465.976,9.12788,493.038,
4-1-2016T11-53-51,7.724,22.22,10.8469,0.0715845,467.672,9.01528,493.252,
4-1-2016T11-53-56,7.676,22.228,10.9258,0.0719864,468.378,9.07112,493.781,
4-1-2016T11-54-01,7.654,22.23,10.872,0.0714494,466.086,9.01148,494.494,
4-1-2016T11-54-06,7.622,22.23,11.0962,0.0726529,466.158,9.17517,495.372,
4-1-2016T11-54-11,7.62,22.24,11.4555,0.0746716,466.986,9.44482,496.28,
4-1-2016T11-54-16,7.62,22.24,11.5088,0.0746486,465.768,9.45826,497.339,
4-1-2016T11-54-21,7.618,22.246,11.6334,0.075041,465.712,9.52638,498.311,
4-1-2016T11-54-26,7.604,22.25,11.7648,0.0754919,462.406,9.60119,499.036,
4-1-2016T11-54-31,7.604,22.25,11.78,0.0752049,463.474,9.58179,500.035,
4-1-2016T11-54-36,7.642,22.25,11.7039,0.0742554,470.346,9.48141,501.561,
4-1-2016T11-54-41,7.696,22.25,11.6078,0.0730668,467.826,9.3554,503.36,
4-1-2016T11-54-46,7.734,22.25,11.7335,0.0731834,464.282,9.40041,505.043,
4-1-2016T11-54-51,7.772,22.26,11.993,0.0741501,464.458,9.55378,506.077,
4-1-2016T11-54-56,7.778,22.26,12.2271,0.075156,459.906,9.70333,506.024,
4-1-2016T11-55-01,7.726,22.26,12.2727,0.0752203,465.926,9.72145,505.934,
4-1-2016T11-55-06,7.664,22.262,11.9924,0.0733168,466.172,9.48386,506.643,
4-1-2016T11-55-11,7.596,22.27,11.3938,0.0694055,464.604,8.98931,507.545,
4-1-2016T11-55-16,7.522,22.27,10.8519,0.0658909,460.592,8.54379,507.725,
4-1-2016T11-55-21,7.462,22.27,10.598,0.0642094,459.02,8.33212,507.773,
4-1-2016T11-55-26,7.432,22.27,10.5289,0.0636726,459.042,8.26783,508.061,
4-1-2016T11-55-31,7.436,22.272,10.3073,0.0622292,463.074,8.0851,508.237,
4-1-2016T11-55-36,7.506,22.28,10.5118,0.0633979,463.352,8.23996,508.121,
4-1-2016T11-55-41,7.596,22.28,10.8177,0.0652411,464.712,8.47962,507.866,
4-1-2016T11-55-46,7.648,22.288,11.4289,0.0689783,464.508,8.96301,507.533,
4-1-2016T11-55-51,7.68,22.292,12.0432,0.0727835,463.556,9.45303,507.221,
4-1-2016T11-55-56,7.69,22.3,12.3635,0.0747827,462.634,9.70979,507.339,
4-1-2016T11-56-01,7.674,22.3,12.4221,0.0751023,459.298,9.75287,507.827,
4-1-2016T11-56-06,7.622,22.3,12.538,0.0756797,460.386,9.83344,508.391,
4-1-2016T11-56-11,7.58,22.31,12.7731,0.076951,462.23,10.0054,508.604,
4-1-2016T11-56-16,7.55,22.31,11.8901,0.0715776,463.414,9.30916,508.377,
4-1-2016T11-56-21,7.55,22.316,10.8209,0.0651329,463.814,8.47133,508.357,
4-1-2016T11-56-26,7.55,22.32,11.9119,0.07161,465.728,9.31787,508.872,
4-1-2016T11-56-31,7.566,22.32,13.5363,0.0813034,466.364,10.5824,508.638,
4-1-2016T11-56-36,7.57,22.328,12.6912,0.0763115,467.642,9.92886,507.717,
4-1-2016T11-56-41,7.562,22.33,11.0326,0.066448,465.374,8.64052,507.662,
4-1-2016T11-56-46,7.538,22.33,10.954,0.0659594,462.864,8.5777,508.571,
4-1-2016T11-56-51,7.526,22.332,11.5429,0.0693968,460.968,9.02964,508.746,
4-1-2016T11-56-56,7.52,22.34,11.5899,0.0697822,459.1,9.07509,507.195,
4-1-2016T11-57-01,7.53,22.34,11.3842,0.0689198,458.572,8.94574,505.252,
4-1-2016T11-57-06,7.526,22.35,10.4669,0.0637493,464.758,8.25713,504.154,
4-1-2016T11-57-11,7.52,22.35,8.6803,0.0529362,459.618,6.85349,506.758,
4-1-2016T11-57-16,7.538,22.36,9.01601,0.0543759,460.756,7.06717,511.73,
4-1-2016T11-57-21,7.544,22.36,10.5098,0.062225,461.188,8.13952,515.697,
4-1-2016T11-57-26,7.55,22.36,10.8832,0.0634364,461.834,8.3434,518.415,
4-1-2016T11-57-31,7.55,22.36,10.4309,0.059948,460.364,7.92354,521.192,
4-1-2016T11-57-36,7.55,22.37,10.2564,0.0580198,461.142,7.71118,524.055,
4-1-2016T11-57-41,7.556,22.37,10.6174,0.0591164,461.692,7.90069,526.003,
4-1-2016T11-57-46,7.56,22.37,11.221,0.0617199,462.04,8.28408,526.667,
4-1-2016T11-57-51,7.57,22.37,11.6886,0.0638052,459.802,8.58699,527.036,
4-1-2016T11-57-56,7.584,22.37,11.9309,0.0647443,457.998,8.73154,527.954,
4-1-2016T11-58-01,7.618,22.376,11.9519,0.0645049,457.878,8.71598,528.666,
4-1-2016T11-58-06,7.668,22.38,12.4534,0.0669958,457.526,9.06284,528.123,
4-1-2016T11-58-11,7.688,22.39,12.8745,0.0693301,459.454,9.37541,526.759,
4-1-2016T11-58-16,7.678,22.39,13.0172,0.0703649,467.398,9.50275,525.432,
4-1-2016T11-58-21,7.622,22.39,13.1065,0.0712247,465.798,9.60099,524.089,
4-1-2016T11-58-26,7.572,22.396,13.0108,0.0711687,463.666,9.57147,522.501,
4-1-2016T11-58-31,7.548,22.4,12.8912,0.0710538,460.4,9.53051,520.915,
4-1-2016T11-58-36,7.536,22.402,12.5482,0.0697007,466.5,9.3237,519.548,
4-1-2016T11-58-41,7.536,22.414,12.5074,0.0700266,464.644,9.34133,518.243,
4-1-2016T11-58-46,7.556,22.42,12.7177,0.0717961,457.936,9.54966,516.772,
4-1-2016T11-58-51,7.56,22.42,13.0572,0.0743841,457.666,9.86251,514.878,
4-1-2016T11-58-56,7.57,22.43,11.8998,0.0683443,460.106,9.03591,513.027,
4-1-2016T11-59-01,7.606,22.43,10.6208,0.0614438,457.538,8.10291,512.574,
4-1-2016T11-59-06,7.624,22.43,10.8183,0.0629208,457.814,8.28231,513.04,
4-1-2016T11-59-11,7.67,22.43,11.3481,0.0661529,463.184,8.7009,513.282,
4-1-2016T11-59-16,7.742,22.43,11.8563,0.0692277,463.228,9.1002,512.919,
4-1-2016T11-59-21,7.82,22.438,12.3587,0.072409,463.318,9.50698,511.506,
4-1-2016T11-59-26,7.824,22.442,13.0428,0.0770297,462.402,10.0854,508.778,
4-1-2016T11-59-31,7.77,22.45,13.6263,0.0814882,462.52,10.6223,505.504,
4-1-2016T11-59-36,7.738,22.46,12.8032,0.077512,462.812,10.0605,502.823,
4-1-2016T11-59-41,7.722,22.46,11.5084,0.0704684,463.93,9.10993,501.312,
4-1-2016T11-59-46,7.732,22.46,11.6206,0.0720341,462.918,9.27243,500.088,
4-1-2016T11-59-51,7.766,22.466,12.3425,0.0772859,460.472,9.91347,499.398,
4-1-2016T11-59-56,7.77,22.47,12.112,0.0761725,467.26,9.75598,500.268,
4-1-2016T12-00-01,7.77,22.47,11.6727,0.073381,468.128,9.39984,501.406,
4-1-2016T12-00-06,7.776,22.472,11.7075,0.0734894,466.62,9.41874,501.578,
4-1-2016T12-00-11,7.778,22.48,11.7916,0.0739419,466.326,9.48016,501.753,
4-1-2016T12-00-16,7.764,22.482,11.9971,0.0750588,468.902,9.63109,502.647,
4-1-2016T12-00-21,7.736,22.49,12.1709,0.0758872,469.274,9.74899,503.334,
4-1-2016T12-00-26,7.73,22.49,12.1952,0.0758313,465.27,9.75114,503.49,
4-1-2016T12-00-31,7.742,22.492,12.0471,0.0747807,458.474,9.62189,503.548,
4-1-2016T12-00-36,7.736,22.5,11.9005,0.0737764,449.79,9.49693,503.661,
4-1-2016T12-00-41,7.686,22.5,11.9562,0.0740919,451.986,9.53889,503.239,
4-1-2016T12-00-46,7.67,22.5,11.7644,0.073075,454.438,9.40021,501.764,
4-1-2016T12-00-51,7.67,22.51,11.3546,0.0709167,454.692,9.10506,500.021,
4-1-2016T12-00-56,7.686,22.51,10.6569,0.0669718,453.552,8.57997,499.001,
4-1-2016T12-01-01,7.72,22.512,10.255,0.0647064,451.088,8.27805,499.697,
4-1-2016T12-01-06,7.776,22.52,10.4263,0.0656211,451.44,8.40253,502.341,
4-1-2016T12-01-11,7.802,22.52,10.9494,0.0682782,452.632,8.77105,505.445,
4-1-2016T12-01-16,7.81,22.52,11.1591,0.0687232,451.58,8.86668,508.435,
4-1-2016T12-01-21,7.81,22.526,11.3404,0.0688753,452.39,8.92949,510.858,
4-1-2016T12-01-26,7.83,22.53,11.7168,0.0702772,454.114,9.1512,512.12,
4-1-2016T12-01-31,7.846,22.53,11.788,0.0700775,454.69,9.15376,512.826,
4-1-2016T12-01-36,7.814,22.53,11.7628,0.0694312,455.43,9.09208,513.735,
4-1-2016T12-01-41,7.744,22.538,11.6028,0.0680603,457.538,8.93215,514.522,
4-1-2016T12-01-46,7.702,22.54,11.722,0.0684181,457.214,8.99484,514.76,
4-1-2016T12-01-51,7.708,22.54,11.9025,0.0693055,455.236,9.1192,514.286,
4-1-2016T12-01-56,7.71,22.54,12.3524,0.0719746,455.604,9.46818,513.277,
4-1-2016T12-02-01,7.698,22.54,12.6482,0.0739461,455.946,9.7161,511.965,
4-1-2016T12-02-06,7.672,22.54,12.1266,0.0712571,455.53,9.34614,510.307,
4-1-2016T12-02-11,7.642,22.54,11.231,0.0664548,456.09,8.69502,508.457,
4-1-2016T12-02-16,7.62,22.54,11.0205,0.0658308,459.958,8.58476,506.471,
4-1-2016T12-02-21,7.63,22.55,10.9417,0.0660385,457.438,8.58071,504.726,
4-1-2016T12-02-26,7.636,22.55,10.857,0.0661419,460.734,8.5661,503.577,
4-1-2016T12-02-31,7.604,22.55,10.5829,0.0649355,454.982,8.38883,503.071,
4-1-2016T12-02-36,7.572,22.55,10.348,0.0637805,452.074,8.22672,503.227,
4-1-2016T12-02-41,7.54,22.55,10.2815,0.0634961,454.806,8.18446,503.593,
4-1-2016T12-02-46,7.51,22.552,10.4494,0.0645547,455.822,8.31996,503.899,
4-1-2016T12-02-51,7.506,22.56,10.5731,0.0653335,455.05,8.4197,503.644,
4-1-2016T12-02-56,7.484,22.56,10.3105,0.0638284,451.076,8.22043,502.677,
4-1-2016T12-03-01,7.47,22.56,10.1387,0.0630062,450.22,8.10366,501.533,
4-1-2016T12-03-06,7.478,22.56,10.5495,0.0659344,450.946,8.46331,500.24,
4-1-2016T12-03-11,7.47,22.56,10.8252,0.0680551,455.25,8.71762,499.486,
4-1-2016T12-03-16,7.47,22.56,10.4466,0.065836,455.092,8.42614,500.432,
4-1-2016T12-03-21,7.476,22.564,9.86995,0.0620483,459.828,7.94825,502.293,
4-1-2016T12-03-26,7.492,22.57,10.0712,0.0629712,459.882,8.08177,503.452,
4-1-2016T12-03-31,7.5,22.57,10.3207,0.0642294,461.014,8.25681,503.809,
4-1-2016T12-03-36,7.484,22.576,10.2056,0.0633593,463.93,8.15188,503.535,
4-1-2016T12-03-41,7.464,22.58,10.1118,0.062731,463.314,8.07313,503.342,
4-1-2016T12-03-46,7.462,22.58,10.5213,0.0652124,460.726,8.39514,503.672,
4-1-2016T12-03-51,7.516,22.58,10.9385,0.0676693,460.262,8.71725,504.369,
4-1-2016T12-03-56,7.604,22.59,11.3606,0.0700193,460.242,9.0317,505.527,
4-1-2016T12-04-01,7.628,22.59,11.7668,0.0722091,459.834,9.3283,506.108,
4-1-2016T12-04-06,7.636,22.592,11.6115,0.0711127,461.908,9.19318,505.621,
4-1-2016T12-04-11,7.628,22.6,11.5027,0.070516,461.424,9.11288,504.506,
4-1-2016T12-04-16,7.57,22.6,11.4135,0.0702561,461.332,9.06628,502.871,
4-1-2016T12-04-21,7.528,22.6,11.2526,0.0697156,460.052,8.9761,501.22,
4-1-2016T12-04-26,7.508,22.61,11.3088,0.070617,457.41,9.06713,499.736,
4-1-2016T12-04-31,7.482,22.61,11.4438,0.0720179,456.874,9.22184,498.677,
4-1-2016T12-04-36,7.456,22.614,11.2748,0.0713566,456.464,9.11911,498.402,
4-1-2016T12-04-41,7.436,22.62,10.8802,0.0690846,458.472,8.81871,498.468,
4-1-2016T12-04-46,7.454,22.62,10.6473,0.0677494,461.83,8.64188,498.362,
4-1-2016T12-04-51,7.51,22.62,10.6912,0.068176,463.618,8.68975,497.871,
4-1-2016T12-04-56,7.538,22.626,10.7673,0.068876,462.796,8.76938,497.052,
4-1-2016T12-05-01,7.5,22.63,11.1243,0.0714299,465.104,9.08248,496.425,
4-1-2016T12-05-06,7.444,22.63,11.2401,0.0723707,463.606,9.19334,496.386,
4-1-2016T12-05-11,7.43,22.64,11.4171,0.0735958,463.258,9.34519,496.623,
4-1-2016T12-05-16,7.416,22.642,10.8832,0.0701528,456.782,8.90806,496.96,
4-1-2016T12-05-21,7.396,22.65,10.1472,0.0653688,457.594,8.30236,497.04,
4-1-2016T12-05-26,7.39,22.65,10.2677,0.0662183,463.498,8.407,496.067,
4-1-2016T12-05-31,7.38,22.654,10.7087,0.0693986,460.954,8.79575,494.125,
4-1-2016T12-05-36,7.38,22.66,10.8424,0.0708649,459.728,8.95481,491.691,
4-1-2016T12-05-41,7.394,22.666,10.9066,0.0720809,458.3,9.07299,489.243,
4-1-2016T12-05-46,7.468,22.67,10.7399,0.0718657,457.28,9.00658,486.817,
4-1-2016T12-05-51,7.49,22.67,10.6714,0.0723329,456.58,9.02426,484.917,
4-1-2016T12-05-56,7.49,22.67,10.7054,0.0733936,455.994,9.12023,483.731,
4-1-2016T12-06-01,7.478,22.67,10.8469,0.0750375,454.666,9.2952,482.99,
4-1-2016T12-06-06,7.444,22.68,10.5034,0.0730964,456.88,9.03594,482.738,
4-1-2016T12-06-11,7.426,22.68,9.85061,0.0687674,456.116,8.49162,483.071,
4-1-2016T12-06-16,7.44,22.69,9.90701,0.0692204,456.452,8.54508,483.617,
4-1-2016T12-06-21,7.496,22.692,10.2239,0.0714056,458.692,8.81613,483.804,
4-1-2016T12-06-26,7.48,22.7,10.5569,0.0737633,462.772,9.10587,483.309,
4-1-2016T12-06-31,7.438,22.7,10.5588,0.0739116,463.048,9.11836,482.729,
4-1-2016T12-06-36,7.406,22.71,10.3078,0.0722902,458.28,8.91249,482.529,
4-1-2016T12-06-41,7.392,22.712,9.86434,0.0692434,459.256,8.53412,482.769,
4-1-2016T12-06-46,7.38,22.72,9.83217,0.0689689,459.76,8.50239,483.407,
4-1-2016T12-06-51,7.382,22.72,10.0593,0.0703774,463.896,8.68399,484.341,
4-1-2016T12-06-56,7.402,22.72,10.4099,0.0725363,464.382,8.96306,485.279,
4-1-2016T12-07-01,7.41,22.72,10.4674,0.0726389,463.294,8.9886,485.817,
4-1-2016T12-07-06,7.43,22.728,10.5355,0.0729327,462.122,9.03268,485.537,
4-1-2016T12-07-11,7.47,22.73,10.4488,0.0723177,457.498,8.95718,485.066,
4-1-2016T12-07-16,7.486,22.736,10.3085,0.0713734,459.21,8.83907,485.041,
4-1-2016T12-07-21,7.496,22.74,10.5191,0.0727871,461.626,9.01609,485.575,
4-1-2016T12-07-26,7.494,22.746,10.6122,0.0732329,465.34,9.07988,486.727,
4-1-2016T12-07-31,7.45,22.75,10.5808,0.0726423,463.752,9.02282,488.238,
4-1-2016T12-07-36,7.424,22.75,11.3213,0.0771383,463.932,9.60671,489.683,
4-1-2016T12-07-41,7.478,22.75,12.0684,0.0816712,465.04,10.1955,490.375,
4-1-2016T12-07-46,7.546,22.752,12.0763,0.0814104,464.338,10.1766,490.274,
4-1-2016T12-07-51,7.536,22.76,11.9933,0.0807222,461.47,10.0963,489.962,
4-1-2016T12-07-56,7.448,22.76,11.1099,0.0747582,459.818,9.35114,489.787,
4-1-2016T12-08-01,7.378,22.76,9.84556,0.0661842,459.25,8.28158,490.591,
4-1-2016T12-08-06,7.358,22.768,9.76847,0.0653946,450.602,8.19463,492.035,
4-1-2016T12-08-11,7.342,22.77,10.2401,0.0681591,449.97,8.5582,493.07,
4-1-2016T12-08-16,7.328,22.77,10.1104,0.0669739,451.81,8.42352,493.745,
4-1-2016T12-08-21,7.312,22.77,9.64562,0.0636045,451.778,8.01251,494.616,
4-1-2016T12-08-26,7.31,22.778,9.47178,0.0621164,452.31,7.84008,495.752,
4-1-2016T12-08-31,7.306,22.78,9.39286,0.0612194,448.136,7.74357,496.845,
4-1-2016T12-08-36,7.3,22.78,9.91476,0.0642444,448.292,8.14284,497.248,
4-1-2016T12-08-41,7.308,22.782,10.3998,0.0671801,450.152,8.52415,496.981,
4-1-2016T12-08-46,7.298,22.79,10.7434,0.069374,450.608,8.8037,496.319,
4-1-2016T12-08-51,7.284,22.79,10.788,0.0697998,451.064,8.85162,495.394,
4-1-2016T12-08-56,7.262,22.792,10.8913,0.0706866,453.752,8.95437,494.754,
4-1-2016T12-09-01,7.25,22.8,11.0476,0.0719302,455.172,9.10173,494.212,
4-1-2016T12-09-06,7.252,22.8,10.8694,0.0709988,458.608,8.97374,493.595,
4-1-2016T12-09-11,7.29,22.808,10.4551,0.0684882,461.098,8.64775,493.333,
4-1-2016T12-09-16,7.31,22.81,10.6703,0.0700492,459.874,8.83817,493.27,
4-1-2016T12-09-21,7.298,22.81,11.0111,0.0724062,458.734,9.13027,493.08,
4-1-2016T12-09-26,7.276,22.81,11.0236,0.0725799,456.502,9.14815,492.981,
4-1-2016T12-09-31,7.27,22.812,11.0342,0.0727282,455.714,9.16338,492.78,
4-1-2016T12-09-36,7.276,22.82,11.0911,0.0732251,448.714,9.22062,492.256,
4-1-2016T12-09-41,7.344,22.82,11.124,0.0736481,449.92,9.26478,491.415,
4-1-2016T12-09-46,7.428,22.82,11.4007,0.0758291,451.584,9.52372,490.127,
4-1-2016T12-09-51,7.46,22.822,11.661,0.0780854,455.968,9.78391,488.424,
4-1-2016T12-09-56,7.46,22.83,11.402,0.0769476,455.948,9.61508,486.689,
4-1-2016T12-10-01,7.43,22.83,10.8212,0.0736246,450.934,9.17362,485.353,
4-1-2016T12-10-06,7.41,22.83,10.5932,0.0726411,448.534,9.02624,484.453,
4-1-2016T12-10-11,7.458,22.83,10.5604,0.0729178,448.998,9.0388,483.669,
4-1-2016T12-10-16,7.452,22.83,10.3297,0.0717262,447.366,8.87365,483.082,
4-1-2016T12-10-21,7.394,22.836,9.95379,0.0694039,451.076,8.57391,482.769,
4-1-2016T12-10-26,7.354,22.84,9.96137,0.0697819,453.648,8.60655,481.74,
4-1-2016T12-10-31,7.356,22.84,10.2147,0.0719895,458.464,8.86008,480.546,
4-1-2016T12-10-36,7.44,22.84,10.5756,0.0749575,454.28,9.20706,479.98,
4-1-2016T12-10-41,7.49,22.84,10.9436,0.0779031,447.86,9.55439,479.515,
4-1-2016T12-10-46,7.49,22.848,10.7738,0.0770141,446.972,9.43161,478.666,
4-1-2016T12-10-51,7.476,22.85,10.6085,0.0761027,444.984,9.30841,478.659,
4-1-2016T12-10-56,7.406,22.85,10.4468,0.0749387,448.144,9.16623,479.997,
4-1-2016T12-11-01,7.346,22.85,10.3224,0.0736823,447.126,9.02807,482.21,
4-1-2016T12-11-06,7.346,22.854,10.3546,0.0731932,449.67,8.99876,485.148,
4-1-2016T12-11-11,7.388,22.86,10.3971,0.0725146,452.964,8.95707,488.089,
4-1-2016T12-11-16,7.41,22.86,10.7021,0.0735415,455.788,9.1311,490.367,
4-1-2016T12-11-21,7.38,22.86,11.1868,0.0758083,458.42,9.45855,492.211,
4-1-2016T12-11-26,7.342,22.866,11.4595,0.0767775,458.596,9.61778,493.439,
4-1-2016T12-11-31,7.306,22.87,11.4132,0.0757834,455.966,9.52324,494.421,
4-1-2016T12-11-36,7.3,22.87,11.2416,0.0741154,460.954,9.33692,495.068,
4-1-2016T12-11-41,7.312,22.872,11.1785,0.0732592,460.388,9.24852,495.833,
4-1-2016T12-11-46,7.368,22.88,11.3027,0.0736056,456.564,9.31291,497.077,
4-1-2016T12-11-51,7.366,22.88,11.3598,0.0733539,457.572,9.30857,499.582,
4-1-2016T12-11-56,7.348,22.88,11.4571,0.072924,455.528,9.30052,504.189,
4-1-2016T12-12-01,7.332,22.88,11.342,0.0707473,454.3,9.08646,509.178,
4-1-2016T12-12-06,7.28,22.886,11.1028,0.0677564,454.212,8.76883,513.13,
4-1-2016T12-12-11,7.242,22.89,10.9411,0.065371,453.044,8.52287,515.988,
4-1-2016T12-12-16,7.23,22.89,11.4001,0.0668271,451.76,8.7712,517.64,
4-1-2016T12-12-21,7.254,22.89,11.9707,0.0691921,451.084,9.12677,518.751,
4-1-2016T12-12-26,7.278,22.89,12.0753,0.0690851,450.996,9.14568,519.945,
4-1-2016T12-12-31,7.312,22.892,11.9989,0.0679881,450.608,9.03112,521.901,
4-1-2016T12-12-36,7.37,22.9,11.7344,0.065741,459.388,8.7673,524.609,
4-1-2016T12-12-41,7.388,22.9,11.7038,0.0647244,460.318,8.67098,527.002,
4-1-2016T12-12-46,7.342,22.9,11.613,0.063425,462.662,8.53415,528.997,
4-1-2016T12-12-51,7.276,22.91,11.4137,0.0616396,464.384,8.32664,530.546,
4-1-2016T12-12-56,7.25,22.91,11.4653,0.0612829,459.112,8.30848,531.904,
4-1-2016T12-13-01,7.202,22.91,11.6286,0.061587,457.168,8.37668,533.165,
4-1-2016T12-13-06,7.198,22.91,12.2509,0.0643313,453.58,8.77621,534.216,
4-1-2016T12-13-11,7.304,22.918,13.0773,0.0682313,451.426,9.3293,534.527,
4-1-2016T12-13-16,7.4,22.92,13.4037,0.0697716,451.606,9.54778,533.668,
4-1-2016T12-13-21,7.504,22.926,13.5851,0.0708727,450.012,9.69099,531.834,
4-1-2016T12-13-26,7.52,22.93,13.3454,0.0700608,445.02,9.55891,529.334,
4-1-2016T12-13-31,7.482,22.93,12.6499,0.0670025,454.95,9.11316,527.126,
4-1-2016T12-13-36,7.424,22.93,11.5007,0.0614132,452.086,8.32915,526.013,
4-1-2016T12-13-41,7.328,22.93,10.6496,0.057255,454.366,7.74681,525.526,
4-1-2016T12-13-46,7.232,22.93,10.459,0.0565794,452.826,7.63887,524.811,
4-1-2016T12-13-51,7.192,22.938,10.4909,0.0570503,452.348,7.68835,524.348,
4-1-2016T12-13-56,7.17,22.94,10.4482,0.0570044,453.076,7.67342,524.421,
4-1-2016T12-14-01,7.16,22.94,10.5796,0.057827,448.992,7.77921,524.389,
4-1-2016T12-14-06,7.204,22.942,11.106,0.0608223,448.472,8.17661,523.906,
4-1-2016T12-14-11,7.248,22.95,11.8404,0.0650172,449.482,8.73242,523.341,
4-1-2016T12-14-16,7.238,22.95,12.0004,0.0659926,450.206,8.85889,523.65,
4-1-2016T12-14-21,7.208,22.956,12.1319,0.0666702,450.462,8.95201,524.297,
4-1-2016T12-14-26,7.19,22.96,11.837,0.0649888,450.144,8.72909,524.331,
4-1-2016T12-14-31,7.198,22.966,11.0601,0.0606819,452.286,8.15255,524.564,
4-1-2016T12-14-36,7.244,22.97,11.1436,0.0610084,448.252,8.20259,525.437,
4-1-2016T12-14-41,7.304,22.97,11.5412,0.0629801,447.24,8.47733,526.164,
4-1-2016T12-14-46,7.31,22.98,11.4547,0.0623115,450.702,8.39657,526.762,
4-1-2016T12-14-51,7.28,22.988,11.5758,0.0627341,455.098,8.46464,527.621,
4-1-2016T12-14-56,7.236,22.99,11.4991,0.0620671,447.95,8.38648,528.431,
