Time,Hum,Temp,sootM,sootN,CO2,sootA,CMD,
4-1-2016T13-05-25,7.084,24.18,12.9587,0.0709298,468.072,9.53673,521.239,
4-1-2016T13-05-30,7.056,24.18,13.2009,0.0729825,476.624,9.7785,520.007,
4-1-2016T13-05-35,7.05,24.18,13.2862,0.0742328,478.408,9.90938,517.521,
4-1-2016T13-05-40,7.06,24.184,13.397,0.0758736,478.256,10.0803,514.278,
4-1-2016T13-05-45,7.074,24.19,13.7689,0.0792673,475.958,10.4709,510.996,
4-1-2016T13-05-50,7.104,24.198,13.7036,0.0802808,466.286,10.5399,507.23,
4-1-2016T13-05-55,7.076,24.2,12.9667,0.077393,465.694,10.0944,503.038,
4-1-2016T13-06-00,7.018,24.2,12.5316,0.0764391,462.582,9.89409,499.072,
4-1-2016T13-06-05,6.968,24.2,12.436,0.0776251,459.488,9.96664,495.375,
4-1-2016T13-06-10,7.006,24.208,12.1675,0.0776065,461.136,9.88919,492.2,
4-1-2016T13-06-15,7.054,24.21,12.003,0.0780518,462.732,9.87902,490.045,
4-1-2016T13-06-20,7.032,24.21,12.0088,0.0793404,462.496,9.98674,488.526,
4-1-2016T13-06-25,6.962,24.21,12.0893,0.0809612,467.414,10.1429,486.798,
4-1-2016T13-06-30,6.94,24.21,12.116,0.0821491,465.694,10.2475,485.071,
4-1-2016T13-06-35,6.94,24.21,12.1603,0.0833877,466.042,10.3611,483.609,
4-1-2016T13-06-40,7.018,24.21,12.9972,0.0901557,465.774,11.1573,481.859,
4-1-2016T13-06-45,7.338,24.212,12.0571,0.0844667,478.886,10.4171,479.347,
4-1-2016T13-06-50,8.482,24.22,10.6976,0.0756892,487.182,9.3022,478.382,
4-1-2016T13-06-55,9.472,24.22,10.5444,0.0749772,501.08,9.19886,480.492,
4-1-2016T13-07-00,9.794,24.22,11.0751,0.0782802,514.508,9.62432,484.628,
4-1-2016T13-07-05,9.992,24.222,11.7642,0.0816746,530.414,10.1044,490.632,
4-1-2016T13-07-10,9.912,24.23,12.1026,0.0818195,537.87,10.216,497.535,
4-1-2016T13-07-15,9.14,24.23,12.6121,0.0825411,538.276,10.4228,503.852,
4-1-2016T13-07-20,8.486,24.24,12.6599,0.0802903,530.868,10.25,509.138,
4-1-2016T13-07-25,7.992,24.24,12.6578,0.0779536,522.268,10.0544,513.266,
4-1-2016T13-07-30,7.71,24.24,12.9325,0.0775148,521.224,10.0934,516.743,
4-1-2016T13-07-35,7.47,24.24,12.9757,0.0760164,525.052,9.97817,519.775,
4-1-2016T13-07-40,7.25,24.24,12.7763,0.0733818,520.312,9.6997,522.414,
4-1-2016T13-07-45,7.17,24.24,12.7456,0.0720149,515.318,9.5743,523.69,
4-1-2016T13-07-50,7.088,24.24,12.2798,0.0685981,516.51,9.15689,524.684,
4-1-2016T13-07-55,7.054,24.24,12.5815,0.0694856,517.176,9.31287,526.419,
4-1-2016T13-08-00,7.08,24.24,13.5606,0.0740098,507.368,9.96075,528.382,
4-1-2016T13-08-05,7.11,24.24,13.986,0.075545,503.192,10.2044,529.956,
4-1-2016T13-08-10,7.098,24.24,14.608,0.0782302,503.32,10.5991,530.563,
4-1-2016T13-08-15,7.048,24.24,23.2203,0.123641,491.624,16.7857,529.809,
4-1-2016T13-08-20,7.042,24.24,27.1829,0.145126,492.092,19.6844,527.36,
4-1-2016T13-08-25,7.06,24.24,28.1681,0.151866,490.52,20.5279,523.141,
4-1-2016T13-08-30,7.07,24.24,20.081,0.108816,490.064,14.6825,521.426,
4-1-2016T13-08-35,7.052,24.24,15.3911,0.0838093,492.414,11.2891,523.444,
4-1-2016T13-08-40,6.982,24.24,13.1155,0.0714733,490.614,9.62491,526.002,
4-1-2016T13-08-45,6.89,24.24,13.4763,0.0730503,488.724,9.85563,528.182,
4-1-2016T13-08-50,6.81,24.24,14.9054,0.0801622,488.112,10.845,529.903,
4-1-2016T13-08-55,6.754,24.236,15.7173,0.0839207,485.554,11.3823,530.966,
4-1-2016T13-09-00,6.714,24.23,16.3949,0.0870318,485.086,11.8283,531.517,
4-1-2016T13-09-05,6.7,24.23,16.213,0.085777,481.606,11.6715,531.426,
4-1-2016T13-09-10,6.702,24.23,15.8573,0.0838454,479.262,11.4111,530.405,
4-1-2016T13-09-15,6.72,24.23,15.3344,0.081376,474.582,11.061,528.1,
4-1-2016T13-09-20,6.712,24.226,14.2043,0.0759571,471.994,10.2967,525.453,
4-1-2016T13-09-25,6.698,24.22,12.3489,0.0666282,472.334,9.00375,523.072,
4-1-2016T13-09-30,6.668,24.22,12.2603,0.0669948,471.246,9.01304,521.0,
4-1-2016T13-09-35,6.66,24.22,12.3994,0.0686319,471.412,9.19174,518.869,
4-1-2016T13-09-40,6.656,24.218,13.0838,0.0733877,473.592,9.78311,516.802,
4-1-2016T13-09-45,6.638,24.21,13.3925,0.0759835,465.39,10.0887,515.224,
4-1-2016T13-09-50,6.62,24.21,13.5278,0.0774836,469.462,10.2538,514.07,
4-1-2016T13-09-55,6.62,24.21,13.2867,0.0767444,469.368,10.1263,512.605,
4-1-2016T13-10-00,6.628,24.202,13.4052,0.078169,468.136,10.28,510.75,
4-1-2016T13-10-05,6.648,24.196,12.9703,0.0763266,464.17,10.0056,509.141,
4-1-2016T13-10-10,6.668,24.19,12.3684,0.0733539,465.302,9.58979,508.5,
4-1-2016T13-10-15,6.686,24.19,12.3693,0.0737899,463.91,9.62715,508.332,
4-1-2016T13-10-20,6.7,24.186,12.5207,0.0749905,464.034,9.77025,508.037,
4-1-2016T13-10-25,6.708,24.18,12.1758,0.0731966,464.954,9.52418,507.154,
4-1-2016T13-10-30,6.71,24.18,11.5318,0.0695936,463.718,9.04314,506.668,
4-1-2016T13-10-35,6.708,24.18,11.7571,0.0711031,461.08,9.23251,507.2,
4-1-2016T13-10-40,6.7,24.174,12.5641,0.0759689,460.568,9.86502,507.69,
4-1-2016T13-10-45,6.7,24.17,12.8281,0.0775223,461.39,10.0687,507.718,
4-1-2016T13-10-50,6.712,24.162,12.3347,0.0745043,461.494,9.67837,507.974,
4-1-2016T13-10-55,6.738,24.152,12.0566,0.0726545,462.88,9.44579,509.175,
4-1-2016T13-11-00,6.75,24.15,12.0508,0.0722769,461.476,9.41224,510.427,
4-1-2016T13-11-05,6.75,24.15,11.9668,0.0714967,457.182,9.32321,510.391,
4-1-2016T13-11-10,6.756,24.14,11.3479,0.0676966,458.946,8.83236,510.27,
4-1-2016T13-11-15,6.804,24.14,11.4909,0.068331,456.764,8.92509,511.607,
4-1-2016T13-11-20,6.848,24.132,12.3465,0.0729452,459.596,9.54937,513.485,
4-1-2016T13-11-25,6.844,24.13,12.609,0.0738829,462.568,9.70006,515.713,
4-1-2016T13-11-30,6.798,24.13,12.0061,0.0696674,462.408,9.17776,518.194,
4-1-2016T13-11-35,6.718,24.12,11.8835,0.0681422,465.208,9.01409,520.35,
4-1-2016T13-11-40,6.676,24.12,12.1243,0.0686783,467.244,9.1239,522.322,
4-1-2016T13-11-45,6.644,24.12,12.5138,0.0700639,465.468,9.34598,523.995,
4-1-2016T13-11-50,6.622,24.12,12.5655,0.0696974,459.28,9.32769,524.949,
4-1-2016T13-11-55,6.614,24.12,12.7039,0.070029,459.36,9.39258,524.799,
4-1-2016T13-12-00,6.63,24.12,12.7335,0.070038,458.668,9.40112,524.097,
4-1-2016T13-12-05,6.662,24.12,12.5329,0.0689093,457.944,9.25089,523.939,
4-1-2016T13-12-10,6.688,24.112,12.0738,0.0663159,458.222,8.90602,524.695,
4-1-2016T13-12-15,6.788,24.11,12.3496,0.0675001,455.138,9.08055,526.784,
4-1-2016T13-12-20,6.926,24.112,13.1653,0.0713738,455.722,9.62906,528.788,
4-1-2016T13-12-25,7.026,24.12,13.6317,0.0732815,452.41,9.91563,530.311,
4-1-2016T13-12-30,7.04,24.12,13.7734,0.0735162,451.346,9.9723,530.957,
4-1-2016T13-12-35,7.02,24.114,13.3971,0.0712996,452.11,9.68153,529.769,
4-1-2016T13-12-40,6.974,24.12,12.6432,0.0674421,454.48,9.15042,527.826,
4-1-2016T13-12-45,6.942,24.118,12.4617,0.0667928,454.884,9.04716,526.776,
4-1-2016T13-12-50,6.94,24.112,12.9015,0.0695197,457.862,9.39895,525.699,
4-1-2016T13-12-55,6.93,24.12,12.9467,0.0702414,464.75,9.47381,523.679,
4-1-2016T13-13-00,6.922,24.12,12.7295,0.0697093,466.114,9.37135,521.264,
4-1-2016T13-13-05,6.92,24.12,12.618,0.069898,464.638,9.35883,518.772,
4-1-2016T13-13-10,6.942,24.12,12.7169,0.0712341,464.026,9.50063,517.936,
4-1-2016T13-13-15,7.0,24.12,12.4827,0.0700806,465.21,9.3395,520.84,
4-1-2016T13-13-20,7.088,24.12,12.2688,0.068474,467.274,9.14431,523.813,
4-1-2016T13-13-25,7.246,24.13,12.8523,0.0709794,467.066,9.51383,526.329,
4-1-2016T13-13-30,7.302,24.13,12.1788,0.0666115,463.216,8.95863,528.358,
4-1-2016T13-13-35,7.308,24.13,11.9066,0.0644648,462.44,8.70076,529.702,
4-1-2016T13-13-40,7.286,24.132,12.5089,0.0670937,462.184,9.0854,530.707,
4-1-2016T13-13-45,7.24,24.14,12.9487,0.0688954,466.236,9.35575,532.024,
4-1-2016T13-13-50,7.176,24.14,12.8896,0.0680762,466.55,9.26847,533.28,
4-1-2016T13-13-55,7.13,24.14,12.4876,0.0655125,469.058,8.9404,534.341,
4-1-2016T13-14-00,7.132,24.14,12.8464,0.0669429,471.328,9.1572,535.24,
4-1-2016T13-14-05,7.204,24.14,13.0216,0.0674725,471.656,9.24799,535.995,
4-1-2016T13-14-10,7.364,24.15,12.8172,0.0661042,468.484,9.07528,536.616,
4-1-2016T13-14-15,7.586,24.15,12.6044,0.0647427,466.152,8.90105,537.166,
4-1-2016T13-14-20,7.574,24.15,11.7896,0.0603591,467.338,8.30794,537.632,
4-1-2016T13-14-25,7.48,24.15,11.8963,0.0607067,470.446,8.36537,537.938,
4-1-2016T13-14-30,7.34,24.16,13.1949,0.0671927,471.278,9.26594,537.731,
4-1-2016T13-14-35,7.188,24.16,14.1051,0.071836,470.21,9.90588,537.141,
4-1-2016T13-14-40,7.106,24.16,15.0237,0.076682,468.018,10.566,536.096,
4-1-2016T13-14-45,7.05,24.16,14.5946,0.0747766,468.366,10.2897,534.646,
4-1-2016T13-14-50,6.992,24.16,11.7655,0.0604327,468.614,8.3086,534.873,
4-1-2016T13-14-55,6.962,24.154,12.0823,0.0621167,467.622,8.53741,535.69,
4-1-2016T13-15-00,6.94,24.15,13.5009,0.0693305,473.002,9.53273,536.382,
4-1-2016T13-15-05,6.9,24.15,14.2255,0.0728996,471.17,10.0308,536.967,
4-1-2016T13-15-10,6.862,24.15,14.5184,0.0742386,474.174,10.2228,537.283,
4-1-2016T13-15-15,6.844,24.15,14.9004,0.0761163,474.094,10.485,536.9,
4-1-2016T13-15-20,6.802,24.14,14.9115,0.0762327,479.2,10.4982,536.367,
4-1-2016T13-15-25,6.758,24.14,14.8425,0.0759114,481.356,10.4524,536.707,
4-1-2016T13-15-30,6.732,24.14,14.3038,0.0730925,480.486,10.0673,537.218,
4-1-2016T13-15-35,6.75,24.14,13.1986,0.0673512,482.494,9.28108,537.673,
4-1-2016T13-15-40,6.97,24.13,11.2781,0.057464,479.552,7.92282,538.061,
4-1-2016T13-15-45,7.084,24.13,11.3721,0.0578236,473.532,7.97816,538.204,
4-1-2016T13-15-50,7.072,24.13,12.5976,0.0639886,487.27,8.83197,538.066,
4-1-2016T13-15-55,6.984,24.13,13.266,0.0673219,489.546,9.295,538.356,
4-1-2016T13-16-00,6.908,24.124,12.8633,0.0652144,485.268,9.00713,538.531,
4-1-2016T13-16-05,6.862,24.12,12.9374,0.0655482,480.124,9.05525,538.425,
4-1-2016T13-16-10,6.84,24.12,13.3718,0.0677622,480.15,9.36048,538.153,
4-1-2016T13-16-15,6.844,24.114,13.8632,0.0702902,482.294,9.70786,538.01,
4-1-2016T13-16-20,6.896,24.11,14.1762,0.0719671,483.116,9.93512,537.373,
4-1-2016T13-16-25,6.92,24.11,14.0275,0.0714361,482.996,9.85096,536.052,
4-1-2016T13-16-30,6.92,24.11,13.9083,0.0712126,480.894,9.80155,534.47,
4-1-2016T13-16-35,6.928,24.104,14.03,0.0723111,478.97,9.92977,533.199,
4-1-2016T13-16-40,6.936,24.1,14.1247,0.0732374,476.5,10.0358,532.504,
4-1-2016T13-16-45,6.94,24.1,14.0734,0.073242,474.468,10.0235,532.738,
4-1-2016T13-16-50,6.906,24.1,13.4727,0.0701482,474.952,9.59859,533.697,
4-1-2016T13-16-55,6.818,24.1,13.2559,0.0688769,479.6,9.43147,534.695,
4-1-2016T13-17-00,6.766,24.1,13.8055,0.0714879,481.002,9.8007,535.484,
4-1-2016T13-17-05,6.732,24.1,14.0019,0.0722685,480.378,9.91905,536.001,
4-1-2016T13-17-10,6.734,24.092,13.9234,0.0716452,479.402,9.84398,536.555,
4-1-2016T13-17-15,6.786,24.09,13.6022,0.0697822,474.138,9.59811,537.114,
4-1-2016T13-17-20,6.812,24.09,13.3652,0.0683625,469.708,9.41263,537.588,
4-1-2016T13-17-25,6.82,24.09,13.568,0.0692007,470.92,9.53764,537.986,
4-1-2016T13-17-30,6.79,24.09,13.6429,0.0694132,464.988,9.5751,538.3,
4-1-2016T13-17-35,6.748,24.084,14.132,0.0717545,460.348,9.90518,538.46,
4-1-2016T13-17-40,6.73,24.08,14.8471,0.0753041,462.584,10.3991,538.316,
4-1-2016T13-17-45,6.726,24.08,14.6366,0.0742177,462.348,10.25,538.248,
4-1-2016T13-17-50,6.722,24.08,14.2577,0.0722592,460.478,9.98132,538.515,
4-1-2016T13-17-55,6.78,24.08,13.9565,0.0706688,459.79,9.7647,538.762,
4-1-2016T13-18-00,7.106,24.08,13.1634,0.0666074,462.518,9.20572,538.711,
4-1-2016T13-18-05,7.75,24.08,13.0304,0.0659431,464.826,9.11351,538.356,
4-1-2016T13-18-10,8.008,24.08,13.3516,0.0676361,466.114,9.34421,538.049,
4-1-2016T13-18-15,7.952,24.08,13.428,0.0680455,469.498,9.39969,538.329,
4-1-2016T13-18-20,7.8,24.082,12.7199,0.0644506,477.38,8.90342,538.225,
4-1-2016T13-18-25,7.702,24.09,12.7758,0.064888,474.892,8.95637,536.691,
4-1-2016T13-18-30,7.526,24.09,13.7968,0.0706082,473.732,9.71995,533.84,
4-1-2016T13-18-35,7.516,24.09,13.2687,0.0685771,472.536,9.40773,530.923,
4-1-2016T13-18-40,7.502,24.09,13.4316,0.070399,471.166,9.61017,527.652,
4-1-2016T13-18-45,7.982,24.094,12.1023,0.0642873,469.336,8.73459,523.829,
4-1-2016T13-18-50,10.118,24.102,10.6314,0.0573684,468.616,7.75151,520.452,
4-1-2016T13-18-55,10.692,24.114,9.94589,0.0547139,470.01,7.3429,516.784,
4-1-2016T13-19-00,10.406,24.13,9.01439,0.0504508,469.646,6.73001,515.118,
4-1-2016T13-19-05,9.418,24.142,9.4436,0.0533164,471.85,7.09095,518.207,
4-1-2016T13-19-10,8.866,24.154,11.6677,0.0656366,473.21,8.74091,521.584,
4-1-2016T13-19-15,9.256,24.162,12.0719,0.067346,471.272,8.99488,524.442,
4-1-2016T13-19-20,10.384,24.176,11.1375,0.0615424,468.504,8.24723,526.801,
4-1-2016T13-19-25,10.912,24.188,9.821,0.0537667,472.726,7.22862,528.731,
4-1-2016T13-19-30,9.776,24.194,8.69634,0.0471522,478.058,6.36076,530.188,
4-1-2016T13-19-35,8.772,24.2,10.2191,0.0547583,488.946,7.41749,530.468,
4-1-2016T13-19-40,8.046,24.206,13.0618,0.0695859,494.51,9.44536,530.31,
4-1-2016T13-19-45,7.556,24.21,15.0574,0.0798429,496.828,10.8555,531.555,
4-1-2016T13-19-50,7.31,24.21,17.079,0.0900301,505.372,12.2659,532.826,
4-1-2016T13-19-55,7.276,24.21,17.0371,0.089365,507.092,12.1964,533.834,
4-1-2016T13-20-00,7.372,24.216,15.9738,0.0833832,505.868,11.3993,534.808,
4-1-2016T13-20-05,7.46,24.22,14.9633,0.0777308,504.118,10.6446,535.635,
4-1-2016T13-20-10,7.462,24.22,14.3878,0.0743818,502.242,10.2032,536.336,
4-1-2016T13-20-15,7.324,24.22,14.147,0.0728112,506.566,10.0034,536.929,
4-1-2016T13-20-20,7.162,24.22,13.5715,0.0695882,506.478,9.57311,537.431,
4-1-2016T13-20-25,7.116,24.22,13.0261,0.066574,508.748,9.16896,537.856,
4-1-2016T13-20-30,7.084,24.22,12.5212,0.0638113,504.292,8.79723,538.216,
4-1-2016T13-20-35,7.006,24.22,12.547,0.0637754,494.16,8.80039,538.516,
4-1-2016T13-20-40,6.966,24.22,13.3372,0.067635,490.464,9.34054,538.767,
4-1-2016T13-20-45,7.082,24.22,13.5913,0.0688033,489.182,9.50771,538.987,
4-1-2016T13-20-50,7.248,24.22,13.0753,0.0661013,485.446,9.13869,539.173,
4-1-2016T13-20-55,7.244,24.22,13.362,0.0674623,484.048,9.33113,539.317,
4-1-2016T13-21-00,7.164,24.22,13.9087,0.0701828,482.596,9.70934,539.005,
4-1-2016T13-21-05,7.092,24.22,14.1344,0.0714624,483.606,9.87953,537.628,
4-1-2016T13-21-10,6.978,24.22,14.2072,0.0722123,482.618,9.96466,535.773,
4-1-2016T13-21-15,6.864,24.22,13.4458,0.0687371,479.606,9.46596,534.667,
4-1-2016T13-21-20,6.744,24.22,11.8902,0.0610145,475.658,8.39138,534.787,
4-1-2016T13-21-25,6.668,24.218,11.6175,0.0597782,473.246,8.21352,534.762,
4-1-2016T13-21-30,6.622,24.216,12.0468,0.062152,473.662,8.53175,534.285,
4-1-2016T13-21-35,6.652,24.218,12.0717,0.0624107,472.85,8.56103,534.198,
4-1-2016T13-21-40,6.742,24.21,11.7909,0.0609771,470.954,8.36352,534.857,
4-1-2016T13-21-45,6.784,24.21,11.5053,0.059403,468.932,8.15227,535.677,
4-1-2016T13-21-50,6.81,24.21,11.6695,0.0600833,466.836,8.25367,536.372,
4-1-2016T13-21-55,6.854,24.2,11.9707,0.0614438,467.142,8.44971,536.959,
4-1-2016T13-22-00,6.87,24.2,11.7274,0.0600232,470.394,8.2626,537.456,
4-1-2016T13-22-05,6.87,24.198,11.153,0.0569359,478.868,7.84471,537.877,
4-1-2016T13-22-10,6.84,24.19,11.2655,0.0573581,482.096,7.91021,538.234,
4-1-2016T13-22-15,6.784,24.19,12.0561,0.0612308,479.78,8.45164,538.534,
4-1-2016T13-22-20,6.762,24.19,12.9162,0.0654767,473.728,9.04362,538.651,
4-1-2016T13-22-25,6.754,24.188,13.1944,0.0668423,474.872,9.23442,538.381,
4-1-2016T13-22-30,6.7,24.18,12.6978,0.0643519,474.14,8.88913,538.082,
4-1-2016T13-22-35,6.65,24.18,12.5838,0.063785,475.018,8.8103,538.294,
4-1-2016T13-22-40,6.622,24.18,12.9273,0.0655023,467.938,9.04865,538.392,
4-1-2016T13-22-45,6.61,24.174,12.7216,0.0644816,451.394,8.9066,537.96,
4-1-2016T13-22-50,6.652,24.17,12.172,0.0617944,456.91,8.53067,537.223,
4-1-2016T13-22-55,6.712,24.17,11.6606,0.0593549,462.2,8.18632,536.467,
4-1-2016T13-23-00,6.72,24.17,11.4891,0.0586427,458.484,8.08031,536.276,
4-1-2016T13-23-05,6.684,24.168,11.7886,0.0602245,456.462,8.29572,536.823,
4-1-2016T13-23-10,6.626,24.16,12.1602,0.0620781,462.238,8.5532,537.296,
4-1-2016T13-23-15,6.61,24.16,12.3584,0.0630138,467.026,8.68578,537.568,
4-1-2016T13-23-20,6.618,24.16,12.2533,0.0624185,465.802,8.6066,537.594,
4-1-2016T13-23-25,6.642,24.158,12.0031,0.0611254,464.578,8.4292,537.428,
4-1-2016T13-23-30,6.762,24.15,10.7207,0.0545782,461.866,7.52715,537.711,
4-1-2016T13-23-35,6.87,24.15,10.5939,0.0538713,463.582,7.4326,538.058,
4-1-2016T13-23-40,7.26,24.15,11.4971,0.0583933,460.642,8.05994,538.201,
4-1-2016T13-23-45,7.7,24.158,12.0843,0.061301,459.05,8.46489,538.491,
4-1-2016T13-23-50,7.774,24.16,12.0376,0.0610061,458.494,8.42697,538.453,
4-1-2016T13-23-55,7.51,24.17,12.4385,0.063099,455.914,8.7131,537.476,
4-1-2016T13-24-00,7.358,24.17,12.9615,0.0659953,451.786,9.10126,536.09,
4-1-2016T13-24-05,7.258,24.178,12.9866,0.0664297,455.942,9.14632,535.091,
4-1-2016T13-24-10,7.228,24.18,12.7743,0.0656339,459.194,9.02273,534.396,
4-1-2016T13-24-15,7.18,24.18,12.4541,0.0642545,462.406,8.82029,533.707,
4-1-2016T13-24-20,7.618,24.188,12.648,0.0655215,459.334,8.9814,533.195,
4-1-2016T13-24-25,7.902,24.198,13.0012,0.0675491,459.778,9.24984,533.143,
4-1-2016T13-24-30,7.616,24.21,12.5946,0.0655179,462.106,8.96781,533.36,
4-1-2016T13-24-35,7.458,24.22,11.7429,0.0610778,460.892,8.36054,533.993,
4-1-2016T13-24-40,7.424,24.226,10.2334,0.0531725,458.352,7.28102,534.084,
4-1-2016T13-24-45,7.346,24.234,10.3852,0.0541121,454.282,7.40244,531.879,
4-1-2016T13-24-50,7.118,24.246,11.6228,0.0611577,459.042,8.33747,528.427,
4-1-2016T13-24-55,6.946,24.252,14.0444,0.0750747,461.52,10.1782,525.073,
4-1-2016T13-25-00,6.85,24.26,15.0699,0.0818865,462.608,11.038,520.794,
4-1-2016T13-25-05,6.762,24.26,17.0003,0.0948427,465.904,12.6662,514.768,
4-1-2016T13-25-10,6.718,24.264,21.0976,0.12183,467.824,16.0741,507.561,
4-1-2016T13-25-15,7.068,24.27,20.3297,0.120607,467.226,15.7622,500.246,
4-1-2016T13-25-20,7.614,24.278,16.1919,0.0982729,470.876,12.7401,494.403,
4-1-2016T13-25-25,7.476,24.29,13.9692,0.0874689,468.652,11.215,489.275,
4-1-2016T13-25-30,7.14,24.306,12.8955,0.0836075,466.32,10.5894,484.511,
4-1-2016T13-25-35,6.912,24.332,12.2595,0.0822548,461.832,10.2938,479.905,
4-1-2016T13-25-40,6.758,24.34,11.9878,0.0831194,462.822,10.2834,475.733,
4-1-2016T13-25-45,6.66,24.35,10.9696,0.0779876,461.582,9.56485,472.661,
4-1-2016T13-25-50,6.602,24.354,9.228,0.0667166,462.746,8.13509,472.03,
4-1-2016T13-25-55,6.576,24.36,8.66188,0.0634108,465.822,7.69915,473.394,
4-1-2016T13-26-00,6.572,24.36,8.7724,0.0644775,471.774,7.81856,475.363,
4-1-2016T13-26-05,6.602,24.36,20.5212,0.150129,470.302,18.2366,477.194,
4-1-2016T13-26-10,6.656,24.36,16.5718,0.120798,468.572,14.6924,479.173,
4-1-2016T13-26-15,6.778,24.36,13.988,0.101202,468.708,12.3412,481.947,
4-1-2016T13-26-20,6.85,24.36,12.7904,0.0913694,467.942,11.1916,484.813,
4-1-2016T13-26-25,6.864,24.36,12.0801,0.0850815,465.686,10.4731,487.001,
4-1-2016T13-26-30,6.802,24.36,11.5074,0.0799475,464.768,9.8882,488.902,
4-1-2016T13-26-35,6.73,24.36,11.0074,0.0754866,461.416,9.37902,490.806,
4-1-2016T13-26-40,6.668,24.36,10.9964,0.0744385,464.95,9.29099,492.411,
4-1-2016T13-26-45,6.608,24.36,11.0061,0.0736825,465.206,9.23248,493.67,
4-1-2016T13-26-50,6.756,24.36,10.7787,0.0715015,465.872,8.98812,494.787,
4-1-2016T13-26-55,7.05,24.36,10.6742,0.0702208,463.728,8.85299,495.893,
4-1-2016T13-27-00,7.102,24.36,10.715,0.069939,464.826,8.84176,496.951,
4-1-2016T13-27-05,7.094,24.36,10.9958,0.0712993,471.854,9.03467,497.437,
4-1-2016T13-27-10,7.09,24.35,11.3809,0.0734892,470.042,9.32586,497.384,
4-1-2016T13-27-15,7.022,24.35,11.0458,0.0712091,471.626,9.04173,497.116,
4-1-2016T13-27-20,6.99,24.35,10.4749,0.0674251,468.668,8.5659,497.849,
4-1-2016T13-27-25,6.888,24.35,10.7037,0.068505,465.292,8.72049,500.185,
4-1-2016T13-27-30,6.788,24.346,10.805,0.0684361,462.968,8.74343,503.464,
4-1-2016T13-27-35,6.708,24.34,11.0518,0.0688749,462.864,8.84921,507.708,
4-1-2016T13-27-40,6.752,24.34,11.7666,0.0718245,463.37,9.29504,511.712,
4-1-2016T13-27-45,6.848,24.34,11.8227,0.0708748,461.878,9.23018,514.439,
4-1-2016T13-27-50,6.88,24.338,11.4397,0.0674933,461.378,8.83899,517.013,
4-1-2016T13-27-55,6.904,24.33,11.1724,0.0648352,463.43,8.54012,520.232,
4-1-2016T13-28-00,6.9,24.33,10.1514,0.058013,461.654,7.68257,523.296,
4-1-2016T13-28-05,6.9,24.33,10.1486,0.0569307,461.622,7.58834,525.886,
4-1-2016T13-28-10,6.888,24.33,11.1614,0.0614976,461.986,8.24893,527.792,
4-1-2016T13-28-15,6.87,24.33,11.8676,0.0645922,462.002,8.70153,528.532,
4-1-2016T13-28-20,6.86,24.33,11.8985,0.0643077,463.7,8.68473,528.718,
4-1-2016T13-28-25,6.796,24.33,11.8951,0.0639538,456.972,8.65296,529.402,
4-1-2016T13-28-30,6.75,24.33,11.7708,0.0629592,450.25,8.53391,530.407,
4-1-2016T13-28-35,6.724,24.32,12.2112,0.0649584,450.902,8.82185,531.163,
4-1-2016T13-28-40,6.734,24.32,12.5971,0.0667227,449.516,9.07519,531.535,
4-1-2016T13-28-45,6.824,24.32,12.4404,0.0657369,446.024,8.94855,531.355,
4-1-2016T13-28-50,6.908,24.32,12.281,0.0648358,447.064,8.82874,531.237,
4-1-2016T13-28-55,6.884,24.32,12.4476,0.0656129,449.772,8.93947,531.927,
4-1-2016T13-29-00,6.81,24.32,13.3188,0.0700229,451.206,9.54899,532.351,
4-1-2016T13-29-05,6.75,24.32,13.3946,0.0703973,450.054,9.6012,531.466,
4-1-2016T13-29-10,6.692,24.32,13.4568,0.0709088,455.49,9.66213,530.314,
4-1-2016T13-29-15,6.706,24.316,13.2621,0.0700616,456.882,9.53817,530.279,
4-1-2016T13-29-20,6.842,24.31,13.0913,0.0691686,454.31,9.41615,531.194,
4-1-2016T13-29-25,6.968,24.31,13.3957,0.0705755,454.514,9.61727,532.516,
4-1-2016T13-29-30,7.026,24.31,13.3492,0.0700207,467.21,9.55641,533.696,
4-1-2016T13-29-35,7.114,24.31,13.3288,0.0695601,466.458,9.51037,534.694,
4-1-2016T13-29-40,6.98,24.31,13.3901,0.0695302,464.214,9.52298,535.457,
4-1-2016T13-29-45,6.77,24.31,13.4871,0.0697434,459.522,9.56611,535.851,
4-1-2016T13-29-50,6.696,24.31,13.0602,0.0673353,457.544,9.24544,536.157,
4-1-2016T13-29-55,6.652,24.31,12.7338,0.0654635,455.084,8.99751,536.712,
4-1-2016T13-30-00,6.614,24.31,12.8711,0.0659799,458.24,9.07761,537.0,
4-1-2016T13-30-05,6.584,24.31,12.6618,0.0648403,458.444,8.92402,536.427,
4-1-2016T13-30-10,6.5,24.31,12.8663,0.0659679,460.798,9.07537,535.635,
4-1-2016T13-30-15,6.434,24.31,13.0684,0.067135,459.558,9.22961,535.26,
4-1-2016T13-30-20,6.396,24.31,12.7313,0.0654781,454.366,8.99823,535.447,
4-1-2016T13-30-25,6.368,24.31,12.1668,0.0625456,451.378,8.59665,536.127,
4-1-2016T13-30-30,6.372,24.31,11.5223,0.0591318,450.504,8.13228,536.743,
4-1-2016T13-30-35,6.44,24.3,11.4369,0.0585581,448.816,8.05987,537.165,
4-1-2016T13-30-40,6.554,24.3,11.8205,0.0604177,446.472,8.32087,537.089,
4-1-2016T13-30-45,6.7,24.3,12.1117,0.0619129,446.608,8.52648,536.43,
