Time,Temperature,SootA,Co2,
29-8-2015T13-35-10,25.469999,26.871159,1391.359985,
29-8-2015T13-35-11,25.469999,26.982584,1391.359985,
29-8-2015T13-35-12,25.469999,27.082867,1391.819946,
29-8-2015T13-35-13,25.469999,27.226053,1391.819946,
29-8-2015T13-35-14,25.469999,27.269001,1393.060059,
29-8-2015T13-35-15,25.469999,27.206392,1393.060059,
29-8-2015T13-35-16,25.469999,27.150043,1394.150024,
29-8-2015T13-35-17,25.469999,27.099329,1394.150024,
29-8-2015T13-35-18,25.469999,27.053686,1393.97998,
29-8-2015T13-35-19,25.469999,26.872988,1393.97998,
29-8-2015T13-35-20,25.469999,26.770964,1381.390015,
29-8-2015T13-35-21,25.469999,26.74972,1381.390015,
29-8-2015T13-35-22,25.469999,26.7306,1382.48999,
29-8-2015T13-35-23,25.469999,26.713392,1382.48999,
29-8-2015T13-35-24,25.469999,26.697906,1384.75,
29-8-2015T13-35-25,25.469999,26.749941,1384.75,
29-8-2015T13-35-26,25.469999,26.744606,1384.22998,
29-8-2015T13-35-27,25.469999,26.831863,1384.22998,
29-8-2015T13-35-28,25.469999,26.910395,1377.030029,
29-8-2015T13-35-29,25.469999,26.981073,1377.030029,
29-8-2015T13-35-30,25.469999,27.044683,1376.560059,
29-8-2015T13-35-31,25.469999,27.093494,1376.560059,
29-8-2015T13-35-32,25.469999,27.076052,1378.949951,
29-8-2015T13-35-33,25.469999,26.995148,1378.949951,
29-8-2015T13-35-34,25.469999,26.922333,1379.180054,
29-8-2015T13-35-35,25.469999,26.8568,1379.180054,
29-8-2015T13-35-36,25.469999,26.797821,1389.02002,
29-8-2015T13-35-37,25.469999,26.57827,1389.02002,
29-8-2015T13-35-38,25.469999,26.46199,1387.310059,
29-8-2015T13-35-39,25.469999,26.451698,1387.310059,
29-8-2015T13-35-40,25.469999,26.442436,1384.77002,
29-8-2015T13-35-41,25.469999,26.434099,1384.77002,
29-8-2015T13-35-42,25.469999,26.426598,1385.5,
29-8-2015T13-35-43,25.469999,26.554094,1385.5,
29-8-2015T13-35-44,25.469999,26.730213,1386.439941,
29-8-2015T13-35-45,25.469999,26.729155,1386.439941,
29-8-2015T13-35-46,25.469999,26.728201,1385.52002,
29-8-2015T13-35-47,25.469999,26.727343,1385.52002,
29-8-2015T13-35-48,25.469999,26.72657,1385.880005,
29-8-2015T13-35-49,25.469999,26.814865,1385.880005,
29-8-2015T13-35-50,25.469999,26.822216,1385.160034,
29-8-2015T13-35-51,25.469999,26.871794,1385.160034,
29-8-2015T13-35-52,25.469999,26.916414,1384.939941,
29-8-2015T13-35-53,25.469999,26.956572,1384.939941,
29-8-2015T13-35-54,25.469999,26.992714,1381.75,
29-8-2015T13-35-55,25.469999,26.984583,1381.75,
29-8-2015T13-35-56,25.469999,26.947346,1381.5,
29-8-2015T13-35-57,25.469999,26.896189,1381.5,
29-8-2015T13-35-58,25.469999,26.850147,1383.72998,
29-8-2015T13-35-59,25.469999,26.80871,1383.72998,
29-8-2015T13-36-00,25.469999,26.771416,1383.859985,
29-8-2015T13-36-01,25.469999,26.73785,1383.859985,
29-8-2015T13-36-02,25.469999,26.693834,1383.219971,
29-8-2015T13-36-03,25.469999,26.648083,1383.219971,
29-8-2015T13-36-04,25.469999,26.606907,1383.569946,
29-8-2015T13-36-05,25.469999,26.569847,1383.569946,
29-8-2015T13-36-06,25.469999,26.536493,1383.780029,
29-8-2015T13-36-07,25.469999,26.492668,1383.780029,
29-8-2015T13-36-08,25.469999,26.497719,1377.430054,
29-8-2015T13-36-09,25.469999,26.570541,1377.430054,
29-8-2015T13-36-10,25.469999,26.636082,1377.300049,
29-8-2015T13-36-11,25.469999,26.695068,1377.300049,
29-8-2015T13-36-12,25.469999,26.748156,1376.829956,
29-8-2015T13-36-13,25.469999,26.89336,1376.829956,
29-8-2015T13-36-14,25.469999,27.011003,1376.920044,
29-8-2015T13-36-15,25.469999,27.156008,1376.920044,
29-8-2015T13-36-16,25.469999,27.286512,1378.780029,
29-8-2015T13-36-17,25.469999,27.403967,1378.780029,
29-8-2015T13-36-18,25.469999,27.509676,1378.180054,
29-8-2015T13-36-19,25.469999,27.706074,1378.180054,
29-8-2015T13-36-20,25.469999,28.085358,1376.430054,
29-8-2015T13-36-21,25.469999,28.294765,1376.430054,
29-8-2015T13-36-22,25.469999,28.483232,1375.959961,
29-8-2015T13-36-23,25.469999,28.652853,1375.959961,
29-8-2015T13-36-24,25.469999,28.805511,1374.719971,
29-8-2015T13-36-25,25.469999,28.758022,1374.719971,
29-8-2015T13-36-26,25.469999,28.53577,1373.199951,
29-8-2015T13-36-27,25.469999,28.45772,1373.199951,
29-8-2015T13-36-28,25.469999,28.387476,1373.619995,
29-8-2015T13-36-29,25.469999,28.324255,1373.619995,
29-8-2015T13-36-30,25.469999,28.267357,1375.280029,
29-8-2015T13-36-31,25.469999,28.224586,1375.280029,
29-8-2015T13-36-32,25.469999,28.188393,1374.02002,
29-8-2015T13-36-33,25.469999,28.053789,1374.02002,
29-8-2015T13-36-34,25.469999,27.932646,1373.560059,
29-8-2015T13-36-35,25.469999,27.823618,1373.560059,
29-8-2015T13-36-36,25.469999,27.725492,1375.910034,
29-8-2015T13-36-37,25.469999,27.602657,1375.910034,
29-8-2015T13-36-38,25.469999,27.448378,1375.380005,
29-8-2015T13-36-39,25.469999,27.337145,1375.380005,
29-8-2015T13-36-40,25.469999,27.237036,1372.47998,
29-8-2015T13-36-41,25.469999,27.146938,1372.47998,
29-8-2015T13-36-42,25.469999,27.065849,1372.189941,
29-8-2015T13-36-43,25.469999,27.050406,1372.189941,
29-8-2015T13-36-44,25.469999,27.06489,1372.530029,
29-8-2015T13-36-45,25.469999,27.087132,1372.530029,
29-8-2015T13-36-46,25.469999,27.107149,1381.369995,
29-8-2015T13-36-47,25.469999,27.125164,1381.369995,
29-8-2015T13-36-48,25.469999,27.141378,1382.050049,
29-8-2015T13-36-49,25.469999,27.105341,1382.050049,
29-8-2015T13-36-50,25.469999,27.094387,1382.25,
29-8-2015T13-36-51,25.469999,27.120583,1382.25,
29-8-2015T13-36-52,25.469999,27.144159,1386.469971,
29-8-2015T13-36-53,25.469999,27.165379,1386.469971,
29-8-2015T13-36-54,25.469999,27.184475,1389.119995,
29-8-2015T13-36-55,25.469999,27.282211,1389.119995,
29-8-2015T13-36-56,25.469999,27.291927,1393.569946,
29-8-2015T13-36-57,25.469999,27.299137,1393.569946,
29-8-2015T13-36-58,25.469999,27.305626,1393.319946,
29-8-2015T13-36-59,25.469999,27.311464,1393.319946,
29-8-2015T13-37-00,25.469999,27.316719,1391.920044,
29-8-2015T13-37-01,25.469999,27.394329,1391.920044,
29-8-2015T13-37-02,25.469999,27.55777,1388.640015,
29-8-2015T13-37-03,25.469999,27.575218,1388.640015,
29-8-2015T13-37-04,25.469999,27.590921,1388.199951,
29-8-2015T13-37-05,25.469999,27.605055,1388.199951,
29-8-2015T13-37-06,25.469999,27.617775,1378.880005,
29-8-2015T13-37-07,25.469999,27.426697,1378.880005,
29-8-2015T13-37-08,25.469999,27.380045375,1378.707504375,
29-8-2015T13-37-09,25.469999,27.33339375,1378.53500375,
29-8-2015T13-37-10,25.469999,27.286742125,1378.3625031249999,
29-8-2015T13-37-11,25.469999,27.2400905,1378.1900025,
29-8-2015T13-37-12,25.469999,27.193438875000002,1378.017501875,
29-8-2015T13-37-13,25.469999,27.146787250000003,1377.84500125,
29-8-2015T13-37-14,25.469999,27.100135625,1377.6725006249999,
29-8-2015T13-37-15,25.469999,27.053484,1377.5,
29-8-2015T13-37-16,25.469999,27.125196,1372.630005,
29-8-2015T13-37-17,25.469999,27.189737,1372.630005,
29-8-2015T13-37-18,25.469999,27.247824,1376.72998,
29-8-2015T13-37-19,25.469999,27.352268,1376.72998,
29-8-2015T13-37-20,25.469999,27.511066749999998,1379.759979,
29-8-2015T13-37-21,25.469999,27.6698655,1382.789978,
29-8-2015T13-37-22,25.469999,27.828664250000003,1385.819977,
29-8-2015T13-37-23,25.469999,27.987463,1388.849976,
29-8-2015T13-37-24,25.469999,28.100029,1389.410034,
29-8-2015T13-37-25,25.469999,28.06632,1389.410034,
29-8-2015T13-37-26,25.469999,27.983816,1388.589966,
